transmissibility,susceptibility_scale,relative_susceptibility,minimum_transmissibility_scale,transmissibility_scale,transmissibility_midpoint,cluster,"[0,10)","[10,20)","[20,30)","[30,40)","[40,50)","[50,60)","[60,70)","[70,80)",80+,overall_ar
0.07100000000000001,1,0,1e-4,0.1,40,1,0.4904969520579038,0.6065101067966577,0.6813033609155102,0.729831127322293,0.7598948749434326,0.7189239899477727,0.6724913058759869,0.664651547973518,0.6222813694781089,0.6724968524355821
0.07200000000000001,1,0,1e-4,0.1,40,1,0.5001196211242068,0.6167446153495258,0.6913981826152916,0.7395748816547874,0.7693065288538048,0.7288298495106499,0.6828268266761206,0.6750930719126159,0.6326943235792052,0.6824127653793202
0.07300000000000001,1,0,1e-4,0.1,40,1,0.5094964515003285,0.6266457940016498,0.7011053814346072,0.7489011264967405,0.7782853226649695,0.7383213361229463,0.6927726034685456,0.6851476183472891,0.6427556802060409,0.6919489536057853
0.074,1,0,1e-4,0.1,40,1,0.5186363117614363,0.6362276867852112,0.7104434026171395,0.7578315076250622,0.78685499685111,0.7474193865119184,0.7023464944204543,0.6948325149022276,0.6524802835258585,0.701123721896812
0.075,1,0,1e-4,0.1,40,1,0.5275477614167032,0.6455037314875471,0.7194297762820973,0.7663864902802415,0.7950379171212516,0.7561438341279242,0.7115655296733177,0.7041643156831061,0.6618823540266109,0.7099544488725291
0.076,1,0,1e-4,0.1,40,1,0.5362389666508568,0.6544866666636414,0.7280810282401282,0.7745852786597612,0.8028550034125034,0.7645133288029032,0.7204458277204128,0.7131587186978411,0.6709754012730625,0.7184575043749868
0.077,1,0,1e-4,0.1,40,1,0.5447171207258248,0.6631878639820944,0.7364119892390425,0.7824451402857597,0.8103250782048874,0.772544643133704,0.7290018731138188,0.7218298346073616,0.679771520660685,0.7266475768306995
0.078,1,0,1e-4,0.1,40,1,0.5529899040199641,0.6716190939555738,0.7444377220312568,0.789983399229765,0.8174668805328822,0.7802546644404563,0.737248451744528,0.7301921130845009,0.6882832191175405,0.7345395588104727
0.079,1,0,1e-4,0.1,40,1,0.561064440269895,0.6797912731890721,0.7521721630580965,0.7972160392521752,0.8242976613345377,0.7876589947437886,0.7451992784023824,0.7382589726039713,0.6965221156209644,0.7421472177169525
0.08,1,0,1e-4,0.1,40,1,0.5689471606024041,0.6877143456144521,0.7596280503932137,0.804157688188846,0.8308332146650164,0.7947719139453472,0.7528669004936315,0.746042692982369,0.7044988147877044,0.7494831353455235
0.081,1,0,1e-4,0.1,40,1,0.5766443503997861,0.6953979116838775,0.7668175690381388,0.8108222407035884,0.837088471958877,0.8016070269991825,0.7602633878732935,0.7535551185516799,0.7122235813264906,0.7565593367947885
0.082,1,0,1e-4,0.1,40,1,0.5841623873711562,0.702851552866343,0.7737527477123692,0.8172233144219907,0.8430779975858642,0.8081776826011557,0.7674006531634046,0.7608079471634891,0.7197066210638597,0.7633876721604369
0.08299999999999999,1,0,1e-4,0.1,40,1,0.5915068979410225,0.7100838123357173,0.7804443489082302,0.8233731027024793,0.8488148331608885,0.8144958498216881,0.7742894040298968,0.7678117105224869,0.7269570851446367,0.7699787469452556
0.08399999999999999,1,0,1e-4,0.1,40,1,0.598683242408765,0.7171028207801937,0.7869025969752811,0.8292831692445237,0.85431132964394485,0.8205728845648704,0.7809398175063594,0.7745764222156701,0.7339836816760354,0.7763426298233072
0.08499999999999999,1,0,1e-4,0.1,40,1,0.6056970422829171,0.7239168728713906,0.7931377328673451,0.8349649530436999,0.8595796061556567,0.8264200556887146,0.7873621188471883,0.7811121661411786,0.740795268759107,0.78248938483291
0.086,1,0,1e-4,0.1,40,1,0.6125532017775095,0.7305333197296787,0.7991588956106724,0.8404286959204611,0.864630531716362,0.8320474568473929,0.7935654616323435,0.7874279776483238,0.7473997385413557,0.7884279976765649
0.087,1,0,1e-4,0.1,40,1,0.6192566600858528,0.7369594629606271,0.8049750818149574,0.8456844203761809,0.8694747011415385,0.8374649744021987,0.7995588530464341,0.7935327510741244,0.753804903765833,0.7941673022153286
0.088,1,0,1e-4,0.1,40,1,0.6258120995256604,0.743202201195308,0.8105947539304577,0.8507415170485401,0.8741220127618152,0.8426818862012961,0.8053507897756339,0.7994348887485706,0.7600181561911913,0.7997156015104284
0.089,1,0,1e-4,0.1,40,1,0.6322241284330142,0.7492682446155807,0.8160260697415775,0.8556089794594328,0.878581904758073,0.847707096334395,0.8109494868860119,0.8051425281604628,0.7660466853352538,0.8050808923541847
0.09,1,0,1e-4,0.1,40,1,0.6384967046428792,0.7551634742815084,0.8212762452383974,0.8602948013000296,0.8828627882075633,0.8525485177091864,0.8163622274685814,0.8106628872129767,0.7718968254883178,0.810270251405598
0.091,1,0,1e-4,0.1,40,1,0.6446341900033321,0.7608941614328527,0.8263528254552946,0.8648072358791721,0.8869732770954674,0.8572143348441443,0.8215966157776794,0.8160035062213615,0.7775752784753872,0.8152910610430621
0.092,1,0,1e-4,0.1,40,1,0.6506404633332036,0.7664659415505882,0.8312626144086224,0.8691537352246841,0.890921152750665,0.861711944340288,0.8266595344287679,0.8211712189419544,0.783088095170891,0.8201499802412093
0.093,1,0,1e-4,0.1,40,1,0.6565193590228668,0.7718843216820782,0.8360122020158728,0.8733414696841904,0.8947138686803146,0.8660484762170255,0.8315576635477819,0.8261726672078142,0.7884411836111775,0.8248534516316908
0.094,1,0,1e-4,0.1,40,1,0.6622745236673475,0.7771545335577382,0.8406078360870174,0.8773772253231452,0.8983584694909043,0.8702306806143002,0.8362973369713188,0.8310141498643483,0.7936401531348602,0.8294075795209557
0.095,1,0,1e-4,0.1,40,1,0.667909471335851,0.7822815914752406,0.8450554734103807,0.8812674454985815,0.9018616245235391,0.8742649751873854,0.8408846048943431,0.8357016902486228,0.7986903806382991,0.8338181798700166
0.096,1,0,1e-4,0.1,40,1,0.6734275690494049,0.7872702819677416,0.8493607766878364,0.8850182351673861,0.9052296377842619,0.8781574466960874,0.8453252269826629,0.8402410273937009,0.8035969989589271,0.8380907780261058
0.097,1,0,1e-4,0.1,40,1,0.6788321141014348,0.7921252599812477,0.8535292231392914,0.8886354752427249,0.9084685645259749,0.8819139636798264,0.849624776491395,0.8446377172923211,0.8083649930159055,0.8422307138520201
0.098,1,0,1e-4,0.1,40,1,0.6841261328999104,0.7968508043079149,0.8575658333174228,0.8921245408177148,0.911583927298002,0.8855398996969919,0.8537883841005738,0.8488968846232855,0.8129989598350833,0.8462428807623801
0.099,1,0,1e-4,0.1,40,1,0.6893127756751258,0.8014513040526392,0.8614757171987353,0.8954908761571572,0.9145813014510202,0.8890406955599518,0.8578212517829817,0.8530237200537534,0.8175035856893516,0.8501322528735943
0.1,1,0,1e-4,0.1,40,1,0.6943948900458495,0.8059307452988975,0.8652635105925347,0.8987394107978885,0.917465727159838,0.8924212869414138,0.8617281220904688,0.8570229654668502,0.8218831453179468,0.8539033422952554
0.101,1,0,1e-4,0.1,40,1,0.6993752700684254,0.8102930128746451,0.8689337084045152,0.9018749068167666,0.920242060848891,0.8956864443739522,0.8655135917608757,0.8608992179249635,0.8261417965005314,0.8575605205131994
0.10200000000000001,1,0,1e-4,0.1,40,1,0.7042566090734508,0.814541836132223,0.8724906076894234,0.9049019016404236,0.9229149189395397,0.8988407174770243,0.8691820596078942,0.86465687947222,0.8302835290708537,0.861107964120173
0.103,1,0,1e-4,0.1,40,1,0.7090415384947504,0.8186808302215209,0.8759383452680636,0.9078247412255863,0.9254887070497907,0.9018884697458815,0.872737767238864,0.8683001996773466,0.8343122082062611,0.8645496912703066
0.104,1,0,1e-4,0.1,40,1,0.713732537020994,0.8227133981117322,0.8792808039647502,0.9106474931604203,0.92796753983332525,0.9048337895640772,0.8761847021872814,0.8718331766888854,0.8382314743335811,0.8678894709430731
0.105,1,0,1e-4,0.1,40,1,0.7183320596572191,0.8266428970898488,0.8825218093598987,0.9133741637200966,0.9303554694937968,0.9076806996990223,0.8795267809286831,0.8752597331713274,0.8420449067504805,0.871131015037213
0.106,1,0,1e-4,0.1,40,1,0.722842458670501,0.8304725158174987,0.8856649593534409,0.9160084905147673,0.9326562545729078,0.9104329647508652,0.8827677059661361,0.8785835872775365,0.8457559110758367,0.8742778118866312
0.107,1,0,1e-4,0.1,40,1,0.7272659920046337,0.8342053181056628,0.8887137123725445,0.9185540673972689,0.9348735094575761,0.9130942014736856,0.8859110278484624,0.881808301486784,0.8493677527758007,0.8773332125893387
0.108,1,0,1e-4,0.1,40,1,0.7316047958361321,0.8378441876545366,0.8916713008654273,0.9210142344384158,0.937010580154599,0.9156677805280309,0.8889600840276292,0.8849372333111248,0.8528835148746446,0.8803003492450915
0.109,1,0,1e-4,0.1,40,1,0.735861000123763,0.8413919839836391,0.8945409211005015,0.9233922883818598,0.9390707646739436,0.9181570247755486,0.8919181585104645,0.887973681114385,0.8563062379170745,0.8831823149345792
0.11,1,0,1e-4,0.1,40,1,0.7400367240256636,0.8448515259300593,0.8973257020529697,0.9256914392316122,0.9410572620804526,0.9205651752839498,0.8947884732109802,0.8909208847231671,0.8596389187233126,0.8859821365602868
0.111,1,0,1e-4,0.1,40,1,0.7441338772528721,0.8482253617904801,0.900028464659501,0.9279145738373078,0.9429729443555135,0.9228951505958417,0.8975739423238436,0.8937817793229691,0.8628842723686482,0.8887025422067363
0.112,1,0,1e-4,0.1,40,1,0.7481544464929892,0.8515161194983848,0.9026521100307578,0.9300646558966001,0.9448207557954937,0.9251499437798324,0.900277548598978,0.8965593638495509,0.8660450840020907,0.8913463348835776
0.113,1,0,1e-4,0.1,40,1,0.7521001536371476,0.85472608938041,0.9051991574259401,0.9321442509419611,0.946603240030085,0.9273321528894365,0.9029019026094777,0.8992562722752435,0.869123795838127,0.893915949877426
0.114,1,0,1e-4,0.1,40,1,0.755972877424145,0.8578577274664944,0.907672287090835,0.93415607136,0.9483230731909899,0.9294445253151263,0.9054497705480855,0.9018752918242269,0.8721230109089044,0.896413974241752
0.115,1,0,1e-4,0.1,40,1,0.7597743006527601,0.8609132478078726,0.9100739169098641,0.9361025667078101,0.9499826746946923,0.9314895409454483,0.9079236481598382,0.9044189380997151,0.8750450762167403,0.8988427416887439
0.116,1,0,1e-4,0.1,40,1,0.7635061548949339,0.863894894315753,0.9124064714752324,0.937986172242974,0.951584434648621,0.9334696710388992,0.9103260426220391,0.9068897411408808,0.8778923666474574,0.9012045904641232
0.117,1,0,1e-4,0.1,40,1,0.7671700584944136,0.8668047743845592,0.9146722327150839,0.9398091840106413,0.95313060935917715,0.9353872436430176,0.9126593109480704,0.9092900784830592,0.8806671117726471,0.9035017208185052
0.118,1,0,1e-4,0.1,40,1,0.7707676075986283,0.8696449450936065,0.9168734080393531,0.9415738074023258,0.9546233551198086,0.9372444990570907,0.9149257370985856,0.9116222567695584,0.883371485233731,0.9057362597326343
0.119,1,0,1e-4,0.1,40,1,0.7743002652435359,0.8724172979245132,0.9190120244716455,0.9432820657054246,0.9560646490462577,0.9390434944321797,0.9171274246917265,0.9138884035106446,0.8860074903362775,0.9079101608530992
0.12,1,0,1e-4,0.1,40,1,0.7777694934359525,0.8751237178974174,0.9210901021546433,0.9449359756297642,0.9574564618431666,0.9407862779158634,0.9192664623558178,0.9160906278904752,0.8885771167428334,0.9100253699310905
0.121,1,0,1e-4,0.1,40,1,0.7811768753773797,0.8777661948881241,0.9231097354905068,0.9465375973413378,0.958800784573871,0.9424749481276815,0.9213450153791879,0.9182311185343666,0.8910824531868407,0.9120839003909718
0.122,1,0,1e-4,0.1,40,1,0.784523693315884,0.8803463821348256,0.9250726863421002,0.9480886825678033,0.9600993243748419,0.9441112869672539,0.9233649121999341,0.920311725663233,0.8935252475557894,0.9140874490622498
0.123,1,0,1e-4,0.1,40,1,0.787811297846228,0.8828659937669214,0.9269807643927389,0.9495910165249665,0.9613538107393416,0.9456971115686665,0.9253280241098063,0.9223343409609381,0.8959073008687494,0.916037755755999
0.124,1,0,1e-4,0.1,40,1,0.7910410882053569,0.8853267681192126,0.928835775345141,0.9510463588265783,0.9625659332711158,0.9472342200043581,0.9272362287648067,0.9243008686324824,0.8982304400376873,0.9179365571100452
0.125,1,0,1e-4,0.1,40,1,0.7942143738602268,0.8877303560912746,0.9306394535163807,0.9524564123738399,0.9637373351687821,0.9487243472279252,0.9290913193845396,0.9262131218345622,0.9004963976137363,0.9197855189218174
0.126,1,0,1e-4,0.1,40,1,0.7973322350625586,0.8900781256780773,0.9323932243106049,0.9538225709668114,0.9648693596478918,0.9501689155728503,0.9308947774276636,0.9280726032416003,0.9027066108248439,0.921586011148332
0.127,1,0,1e-4,0.1,40,1,0.80039595548633,0.8923716664400129,0.9340987339890797,0.9551464341341687,0.9659635386978884,0.9515695588381853,0.9326483089551911,0.9298810410226923,0.904862743938304,0.9233396146855218
0.128,1,0,1e-4,0.1,40,1,0.8034067078656099,0.8946124324045537,0.935757483302841,0.9564294567781658,0.967021264136151,0.9529277638322996,0.934353470792793,0.9316400134800574,0.9069663186694576,0.9250477703324196
0.129,1,0,1e-4,0.1,40,1,0.8063656237533672,0.8968018223233861,0.9373709109470725,0.9576730298600361,0.9680438639658532,0.954244952688488,0.9360117554545567,0.9333510341459254,0.909018797383687,0.9267118588017111
0.13,1,0,1e-4,0.1,40,1,0.8092738712891039,0.8989412664357028,0.9389404810273871,0.9588785641238572,0.9690326819292092,0.9555225684221672,0.9376246807435138,0.9350156421003586,0.9110216723064589,0.9283332852755948
0.131,1,0,1e-4,0.1,40,1,0.8121324108416316,0.9010319508666879,0.9404674015081855,0.9600472176075027,0.9699888165753995,0.9567617978472021,0.939193503987589,0.936635115204693,0.9129761833815319,0.9299132074658851
0.132,1,0,1e-4,0.1,40,1,0.8149423445114042,0.903075215731917,0.9419530350222557,0.9611802965131929,0.9709135074273202,0.9579639781584057,0.9407196375749356,0.9382108862632134,0.9148837257514326,0.9314529324529567
0.133,1,0,1e-4,0.1,40,1,0.8177046745166772,0.9050722605876724,0.9433985762996925,0.9622789267340904,0.97180780984514,0.9591302687166572,0.9422043303994958,0.9397442280404213,0.9167455495660167,0.9329536059769341
0.134,1,0,1e-4,0.1,40,1,0.8204204203477173,0.9070243552316564,0.9448053434679671,0.9633443922888504,0.9726729554682324,0.9602619751281302,0.9436489331167487,0.9412365033603876,0.9185629716959651,0.9344164904430362
0.135,1,0,1e-4,0.1,40,1,0.8230905289336254,0.9089326220835034,0.9461744433337389,0.9643777277991779,0.9735099082714668,0.9613601647054594,0.9450546039680109,0.9426888939085141,0.9203371594643759,0.9358426467472533
0.136,1,0,1e-4,0.1,40,1,0.8257158015860819,0.9107980479694427,0.9475068777752315,0.9653798943355515,0.9743195815876636,0.9624258214969758,0.9464223850204879,0.9441024588836808,0.9220691425200297,0.937233036303949
0.137,1,0,1e-4,0.1,40,1,0.8282974290429487,0.9126220056879788,0.9488039841381869,0.9663521261543705,0.9751031119867051,0.9634602184447311,0.9477536611267772,0.9454786062645844,0.9237603314220857,0.9385889365694013
0.138,1,0,1e-4,0.1,40,1,0.8308362363296637,0.9144054931696902,0.950066760765795,0.9672953679395997,0.9758613871613491,0.9644643239418652,0.9490494656190782,0.9468183856028899,0.9254117586028235,0.939911302380627
0.139,1,0,1e-4,0.1,40,1,0.8333329285589067,0.9161493624659168,0.9512960605504539,0.9682104319241001,0.9765951769312333,0.9654389732610168,0.9503106947660863,0.9481227118354897,0.9270243170309005,0.9412009557460667
0.14,1,0,1e-4,0.1,40,1,0.8357884314055968,0.9178546980759725,0.9524929456416232,0.9690983041117213,0.9773053936814877,0.9663851807190063,0.9515384459664509,0.9493927000466875,0.9285991203048904,0.9424589105383271
0.14100000000000001,1,0,1e-4,0.1,40,1,0.8382035662288435,0.9195224654958426,0.9536583626370001,0.969959866215207,0.9779928566800348,0.9673038539023104,0.9527337020813993,0.9506293506699671,0.9301371641119905,0.9436860726395447
0.14200000000000002,1,0,1e-4,0.1,40,1,0.8405791340221245,0.9211536021547614,0.9547932268497161,0.970795968083152,0.9786583537460941,0.9681958681012911,0.9538974135416498,0.9518336314303365,0.9316394140574018,0.9448833178722871
0.14300000000000002,1,0,1e-4,0.1,40,1,0.842915914585457,0.9227490168807075,0.9558984221014907,0.9716074277383084,0.9793026414437705,0.9690620662965518,0.955030498099662,0.9530064770579645,0.9331068051823109,0.9460514917967218
0.14400000000000002,1,0,1e-4,0.1,40,1,0.845214667053694,0.9243095910951021,0.9569748024637076,0.9723950334194689,0.9799264472672986,0.9699032611456161,0.9561338425002164,0.9541487908914501,0.9345402432544048,0.9471914113744652
0.14500000000000002,1,0,1e-4,0.1,40,1,0.8474761351863229,0.9258361841542153,0.9580231971336312,0.9731595479623901,0.9805304736438932,0.970720239565248,0.9572083077035534,0.9552614502729544,0.9359406102965006,0.9483038697668374
0.14600000000000002,1,0,1e-4,0.1,40,1,0.8497010409609494,0.9273296273641536,0.959044405374174,0.9739017045481465,0.9811153942495213,0.9715137582268909,0.958254723466221,0.9563453009213485,0.9373087585316028,0.949389631344523
0.14700000000000002,1,0,1e-4,0.1,40,1,0.8518900889992219,0.9287907297379273,0.9600392030787553,0.9746222135648129,0.9816818609098854,0.9722845503922753,0.9592738948467476,0.9574011633579181,0.9386455163317589,0.9504494380202158
0.14800000000000002,1,0,1e-4,0.1,40,1,0.8540439690128403,0.9302202763480079,0.9610083370523677,0.9753217543582758,0.9822304940247532,0.9730333184008659,0.9602665978195307,0.9584298293394634,0.9399516865846136,0.9514840040337871
0.14900000000000002,1,0,1e-4,0.1,40,1,0.8561633520810045,0.9316190307416462,0.9619525334985556,0.9760009875204911,0.9827618968708113,0.973760744894242,0.9612335859197897,0.9594320673406226,0.9412280492104124,0.9524940237351194
0.15,1,0,1e-4,0.1,40,1,0.8582488922121762,0.9329877339090692,0.9628724942763153,0.976660549381555,0.9832766491344149,0.9744674878342637,0.9621755874373589,0.9604086203137244,0.9424753601937719,0.9534801681277335
0.151,1,0,1e-4,0.1,40,1,0.8603012292198912,0.9343271070646298,0.9637688994162964,0.9773010543282455,0.9837753090943259,0.975154182904992,0.9630933081024705,0.9613602084617001,0.9436943544344096,0.9544430873959711
0.152,1,0,1e-4,0.1,40,1,0.8623209872925228,0.9356378509848081,0.964642407209705,0.9779230953491123,0.9842584144135842,0.9758214439424449,0.9639874309928931,0.9622875290199169,0.9448857451425198,0.955383410910309
0.153,1,0,1e-4,0.1,40,1,0.8643087759900997,0.9369206470040512,0.965493655100454,0.9785272448325764,0.9847264828710918,0.9764698637792271,0.9648586175255007,0.9631912572953578,0.9460502248932248,0.9563017481183074
0.154,1,0,1e-4,0.1,40,1,0.8662651886993934,0.9381761563041776,0.9663232597728518,0.9791140551388616,0.9851800131925651,0.9771000146956247,0.9657075073579554,0.9640720464389876,0.947188464982346,0.9571986885421954
0.155,1,0,1e-4,0.1,40,1,0.8681908095469664,0.9394050257355568,0.967131821540592,0.9796840619912346,0.9856194878237906,0.9777124521190963,0.9665347232966641,0.9649305326627277,0.9483011212950683,0.9580748062484448
0.156,1,0,1e-4,0.1,40,1,0.8700862048398275,0.9406078808694361,0.9679199193182099,0.9802377807376798,0.9860453699778764,0.9783077105237262,0.9673408657025617,0.9657673292836765,0.9493888274118023,0.9589306546983082
0.157,1,0,1e-4,0.1,40,1,0.8719519291848711,0.9417853314190224,0.9686881150068644,0.9807757099868034,0.9864581067860506,0.9788863073029493,0.9681265172715404,0.9665830317366761,0.9504522000808017,0.9597667711679762
0.158,1,0,1e-4,0.1,40,1,0.8737885244795035,0.9429379706172066,0.9694369532417249,0.9812983315785354,0.986858129391747,0.9794487426896056,0.9688922427139867,0.967378217201243,0.9514918386434911,0.9605836764585667
0.159,1,0,1e-4,0.1,40,1,0.8755965202530371,0.944066375745894,0.9701669620312022,0.981806111266393,0.9872458536427235,0.9799955004403559,0.9696385894102744,0.9681534452565663,0.9525083256107505,0.9613818755104109
0.16,1,0,1e-4,0.1,40,1,0.8773764339902643,0.9451711086457679,0.9708786533761629,0.982299499379546,0.9876216807628176,0.9805270484993782,0.9703660880445257,0.9689092585141412,0.9535022272179978,0.962161857997123
0.161,1,0,1e-4,0.1,40,1,0.8791287717390811,0.946252716175342,0.97157252351924,0.9827789309219485,0.9879859973629237,0.9810438391508683,0.9710752529559821,0.969646183024903,0.9544740939155002,0.9629240985901211
0.162,1,0,1e-4,0.1,40,1,0.8808540281187044,0.9473117307164172,0.9722490538632454,0.9832448267196127,0.9883391766935242,0.9815463101159668,0.9717665829817326,0.9703647290639458,0.9554244609262721,0.9636690578141401
0.163,1,0,1e-4,0.1,40,1,0.8825526867570976,0.9483486706120169,0.9729087113452395,0.9836975937336105,0.9886815789150134,0.9820348848939418,0.9724405618885843,0.9710653915904757,0.9563538487179253,0.9643971824180081
0.164,1,0,1e-4,0.1,40,1,0.8842252205923989,0.9493640405807738,0.9735519488985408,0.9841376255308467,0.9890135515625844,0.9825099732421368,0.9730976588616621,0.9717486507443208,0.9572627634553152,0.9651089058210394
0.165,1,0,1e-4,0.1,40,1,0.8858720921852358,0.9503583321799312,0.9741792059971497,0.9845653028542535,0.9893354301167873,0.9829719717481272,0.9737383290567279,0.9724149723965438,0.9581516974948344,0.9658046486330261
0.166,1,0,1e-4,0.1,40,1,0.8874937540063297,0.9513320242072869,0.9747909091081726,0.9849809940852494,0.989647538460207,0.9834212642994977,0.9743630140731542,0.9730648086277598,0.9590211298200783,0.9664848190893296
0.167,1,0,1e-4,0.1,40,1,0.889090665593181,0.9522856038089974,0.9753874936819058,0.985385075815648,0.9899502076781668,0.983858242874102,0.9749721629945921,0.9736986183119709,0.9598715467415069,0.9671498332824014
0.168,1,0,1e-4,0.1,40,1,0.8906632261919112,0.9532194837056723,0.9759693179464389,0.9857778522916887,0.9902437025353173,0.9842832261669655,0.9755661501316972,0.9743167867438522,0.9607033609203438,0.9678000359391449
0.169,1,0,1e-4,0.1,40,1,0.8922118765876658,0.9541341275351247,0.9765367936263368,0.9861596777330868,0.9905283332467327,0.9846965831378779,0.9761453998289474,0.9749197476070669,0.9615170340935159,0.968435820599134
0.17,1,0,1e-4,0.1,40,1,0.8937370313700653,0.9550299663814894,0.9770902988108758,0.9865308747756211,0.9908043809543396,0.9850986506625722,0.9767103033713651,0.9755079018185331,0.9623129954086252,0.969057549547774
0.171,1,0,1e-4,0.1,40,1,0.8952390968677559,0.9559074213826215,0.977630201861551,0.9868917570297461,0.9910721184419972,0.9854897562557664,0.9772612417017098,0.9760816396672534,0.9630916635463879,0.9696655757421502
0.17200000000000001,1,0,1e-4,0.1,40,1,0.8967184703085641,0.956766902013265,0.9781568592149091,0.9872426268354261,0.9913318080064354,0.9858702158970114,0.9777985835566916,0.9766413391106507,0.9638534451387815,0.9702602409075736
0.17300000000000001,1,0,1e-4,0.1,40,1,0.8981755407671383,0.9576088077663478,0.9786706174441291,0.9875837773626218,0.9915837034678342,0.9862403360938331,0.9783226873313503,0.9771873675390715,0.9645987364013967,0.9708418773783533
0.17400000000000002,1,0,1e-4,0.1,40,1,0.8996106892035284,0.9584335281128744,0.9791718131636991,0.9879154925089014,0.9918280500797014,0.9866004137964928,0.9788339010518995,0.9777200817791759,0.9653279231348794,0.971410808039832
0.175,1,0,1e-4,0.1,40,1,0.9010242886757774,0.9592414427946501,0.9796607733519791,0.9882380472233865,0.9920650848444328,0.9869507367279283,0.9793325627126024,0.9782398284350562,0.966041381039817,0.9719673466370503
0.176,1,0,1e-4,0.1,40,1,0.9024167045457325,0.9600329221069491,0.9801378156618223,0.9885517078179963,0.9922950368160299,0.9872915837009185,0.9798190006002095,0.9787469442168848,0.966739476020583,0.9725117980718525
0.177,1,0,1e-4,0.1,40,1,0.9037882946782564,0.9608083271715734,0.9806032487198103,0.9888567322666043,0.9925181273905173,0.9876232249230508,0.9802935336065427,0.9792417562576068,0.967422564478634,0.9730444586889446
0.178,1,0,1e-4,0.1,40,1,0.9051394096341079,0.9615680102006345,0.9810573724144755,0.9891533704925451,0.9927345705846273,0.9879459222899659,0.9807564715296181,0.9797245824181166,0.9680909935956175,0.9735656165513185
0.179,1,0,1e-4,0.1,40,1,0.9064703928567539,0.9623123147514906,0.9815004781741049,0.9894418646450934,0.9929445733032909,0.9882599296674177,0.981208115363868,0.9801957315814692,0.9687451016067701,0.9740755517055597
0.18,1,0,1e-4,0.1,40,1,0.9077815808532832,0.9630415759730825,0.9819328492344421,0.9897224493652966,0.9931483355964159,0.9885654931626264,0.9816487575798784,0.9806555039364977,0.9693852180649025,0.9745745364374012
0.181,1,0,1e-4,0.1,40,1,0.9090733033697077,0.9637561208441099,0.9823547608967552,0.989995352041672,0.9933460509054283,0.9888628513853647,0.9820786823940568,0.9811041912513222,0.9700116640954297,0.9750628355179671
0.182,1,0,1e-4,0.1,40,1,0.9103458835607975,0.9644562684032861,0.982766480776679,0.9902607930561825,0.9935379063000679,0.9891522356992385,0.9824981660286607,0.9815420771371188,0.9706247526427059,0.9755407064410797
0.183,1,0,1e-4,0.1,40,1,0.9115996381546903,0.9651423299720091,0.9831682690441457,0.9905189860209022,0.9937240827058003,0.9894338704635481,0.9829074769625503,0.9819694373025638,0.9712247887080797,0.9760083996519882
0.184,1,0,1e-4,0.1,40,1,0.9128348776124268,0.9658146093697376,0.9835603786548485,0.9907701380057929,0.9939047551223203,0.9897079732661345,0.9833068761730684,0.9823865397993005,0.9718120695799458,0.9764661587678883
0.185,1,0,1e-4,0.1,40,1,0.9140519062826522,0.9664734031223287,0.983943055573502,0.9910144497579276,0.9940800928335013,0.9899747551476004,0.9836966173693781,0.9827936452588278,0.9723868850561009,0.9769142207905568
0.186,1,0,1e-4,0.1,40,1,0.915251022551592,0.9671190006636208,0.9843165389892763,0.991252115912538,0.9942502596091523,0.9902344208172522,0.9840769472176331,0.9831910071210878,0.972949517658723,0.9773528163114188
0.187,1,0,1e-4,0.1,40,1,0.9164325189885143,0.9677516845305376,0.9846810615237034,0.9914833251962553,0.9944154138989854,0.9904871688611085,0.984448105558228,0.9835788718551356,0.9735002428422334,0.9777821697093666
0.188,1,0,1e-4,0.1,40,1,0.9175966830220265,0.9683717311030787,0.98503684993437,0.9917082610565564,0.9945757093944707,0.9907331923878883,0.984810326106594,0.9839574796622085,0.9740393297239562,0.9782024998135598
0.189,1,0,1e-4,0.1,40,1,0.9187437956009425,0.9689794092688712,0.9853841239225098,0.9919271006534383,0.9947312941708143,0.9909726779927862,0.9851638353018305,0.9843270633301814,0.9745670398189605,0.9786140187859522
0.19,1,0,1e-4,0.1,40,1,0.9198741325632572,0.9695749818641922,0.9857230974712984,0.9921400160352032,0.9948823117219409,0.9912058069651168,0.9855088536289217,0.9846878495578774,0.9750836284445689,0.9790169333824044
0.191,1,0,1e-4,0.1,40,1,0.9209879645811683,0.9701587056683479,0.9860539788712912,0.9923471741814105,0.9950289010121944,0.9914327553309852,0.9858455956522718,0.9850400589901523,0.9755893447308122,0.9794114449754354
0.192,1,0,1e-4,0.1,40,1,0.9220855571940253,0.9707308314637048,0.9863769707914802,0.9925487370792327,0.9951711965546263,0.9916536939325189,0.9861742700996055,0.9853839063064657,0.9760844316950016,0.979797749624962
0.193,1,0,1e-4,0.1,40,1,0.9231671708741049,0.9712916041561165,0.9866922704205895,0.9927448618666109,0.9953093285495452,0.9918687885733698,0.986495080008509,0.9857196003686131,0.9765691263736609,0.980176038209457
0.194,1,0,1e-4,0.1,40,1,0.9242330611841488,0.9718412629592037,0.9870000696489531,0.9929357010023999,0.9954434230426132,0.9920782001943087,0.9868082229173488,0.9860473444158467,0.977043660014703,0.9805464966006128
0.195,1,0,1e-4,0.1,40,1,0.9252834789158825,0.9723800415632242,0.9873005552384395,0.9931214024265758,0.995573602074171,0.9922820850382138,0.9871138910431135,0.9863673362462,0.9775082582543202,0.9809093058255511
