date,province,percentage
1/2/20,Jiangsu Province,0.02
1/2/20,Zhejiang Province,0.02
1/2/20,Beijing,0.02
1/2/20,Sichuan Province,0.01
1/2/20,Shandong Province,0.01
1/2/20,Shanghai,0.01
1/2/20,Chongqing,0.01
1/2/20,Fujian Province,0.01
1/2/20,Shaanxi Province,0.01
1/2/20,Guizhou Province,0.01
1/2/20,Hebei Province,0.01
1/2/20,Guangxi Zhuang Autonomous Region,0.01
1/2/20,Yunnan Province,0.01
1/2/20,Hainan,0.01
1/2/20,Shanxi Province,0.01
1/2/20,Gansu province,0.00
1/2/20,Liaoning Province,0.00
1/2/20,Xinjiang Uygur Autonomous Region,0.00
1/2/20,Heilongjiang Province,0.00
1/2/20,Tianjin,0.00
1/2/20,Inner Mongolia Autonomous Region,0.00
1/2/20,Jilin Province,0.00
1/2/20,Ningxia Hui Autonomous Region,0.00
1/2/20,Qinghai Province,0.00
1/2/20,Tibet Autonomous Region,0.00
1/1/20,Hubei Province,0.72
1/1/20,Henan Province,0.04
1/1/20,Hunan Province,0.03
1/1/20,Guangdong Province,0.03
1/1/20,Anhui Province,0.02
1/1/20,Jiangxi Province,0.02
1/1/20,Jiangsu Province,0.02
1/1/20,Zhejiang Province,0.01
1/1/20,Beijing,0.01
1/1/20,Shanghai,0.01
1/1/20,Chongqing,0.01
1/1/20,Shandong Province,0.01
1/1/20,Sichuan Province,0.01
1/1/20,Hebei Province,0.01
1/1/20,Shaanxi Province,0.01
1/1/20,Guizhou Province,0.01
1/1/20,Fujian Province,0.01
1/1/20,Yunnan Province,0.01
1/1/20,Guangxi Zhuang Autonomous Region,0.01
1/1/20,Hainan,0.00
1/1/20,Shanxi Province,0.00
1/1/20,Liaoning Province,0.00
1/1/20,Heilongjiang Province,0.00
1/1/20,Gansu province,0.00
1/1/20,Tianjin,0.00
1/1/20,Xinjiang Uygur Autonomous Region,0.00
1/1/20,Jilin Province,0.00
1/1/20,Inner Mongolia Autonomous Region,0.00
1/1/20,Ningxia Hui Autonomous Region,0.00
1/1/20,Qinghai Province,0.00
1/1/20,Tibet Autonomous Region,0.00
